"Year","Event","DataCards","Deaths","Houses.Ruined","Affected","Monetary.LossUSD","Event_Severity"
"2013","FORESTFIRE",151,4,33,382,2400000,9
"2013","FROST",154,4,0,2000,0,9
"2013","HAILSTORM",37,0,217,0,0,10
"2013","HEATWAVE",6,12,0,0,0,7
"2013","Hundimiento",2,0,160,500,0,10
"2013","Intoxicación",19,23,0,115,0,5
"2013","LANDSLIDE",209,170,685,8543,1202400,1
"2013","LEAK",24,10,540,2800,0,8
"2013","LIQUEFACTION",2,0,1050,0,0,10
"2013","Onda fría",51,29,0,50,0,4
"2013","OTHER",2,0,0,0,0,10
"2013","PLAGUE",98,0,0,96300,0,10
"2013","POLLUTION",40,200,0,107000,3780000,1
"2013","RAIN",750,168,182365,1735740,0,1
"2013","SNOWSTORM",118,31,0,1045,0,3
"2013","SPATE",11,7,2240,1350,0,8
"2013","STORM",68,7,1608,2400,0,8
"2013","STRONGWIND",14,1,0,0,0,10
"2013","SURGE",90,6,100,580,0,9
"2013","TORNADO",1,0,0,0,0,10
